"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ETHICAL PERSPECTIVES","1370-0049","1783-1431","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","English","Philosophy"
"ETHICAL THEORY AND MORAL PRACTICE","1386-2820","1572-8447","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","","Philosophy"
"ETHICS","0014-1704","1539-297X","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Philosophy"
"ETHICS AND INFORMATION TECHNOLOGY","1388-1957","1572-8439","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Philosophy"
"ETHNOHISTORY","0014-1801","1527-5477","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","History"
"ETHNOMUSICOLOGY","0014-1836","2156-7417","SOC ETHNOMUSICOLOGY INC","MORRISON HALL, ROOM 005 INDIANA UNIVERSITY, BLOOMINGTON, USA, IN, 47405","","Performing Arts"
"ETHNOMUSICOLOGY FORUM","1741-1912","1741-1920","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Performing Arts"
"ETIKK I PRAKSIS","1890-3991","1890-4009","AKADEMIKA AS, AKADEMIKA FORLAG","PO BOX 2461 SLUPPEN, TRONDHEIM, NORWAY, N-7005","Bokmål, Norwegian, Danish, English, Swedish, Norwegian Bokmål","Philosophy"
"ETUDES ANGLAISES","0014-195X","0014-195X","KLINCKSIECK","95, BOULEVARD RASPAIL, PARIS, FRANCE, 75006","","Literature"
"ETUDES CLASSIQUES","0014-200X","0014-200X","SOC ETUDES CLASSIQUES","61 RUE DE BRUXELLES, NAMUR, BELGIUM, B-5000","","Classical Studies"
"ETUDES FRANCAISES","0014-2085","1492-1405","PRESSES UNIV MONTREAL","PO BOX 6128, SUCCURSALE A, 3744 RUE JEAN-BRILLANT, MONTREAL, CANADA, QUEBEC, H3T 1P1","","Literature"
"ETUDES GERMANIQUES","0014-2115","2426-5543","DIDIER-ERUDITION","6 RUE DE LA SORBONNE, PARIS, FRANCE, 75005","","Literature"
"ETUDES LITTERAIRES","0014-214X","","UNIV LAVAL","DEPT LITTERATURES, QUEBEC CITY, CANADA, QUEBEC, G1V 0A6","","Literature"
"ETUDES PHILOSOPHIQUES","0014-2166","2101-0056","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","","Philosophy"
"ETUDES THEOLOGIQUES ET RELIGIEUSES","0014-2239","2272-9011","INST PROTESTANT THEOLOGIE","13 RUE LOUIS-PERRIER, F MONTPELLIER, FRANCE, 34000","","Religion & Theology"
"EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE","0014-2328","","UNIVERSITATSVERLAG C WINTER HEIDELBERG GMBH","POSTFACH 10 61 40, HEIDELBERG, GERMANY, D-69051","","Literature"
"EUROPEAN HISTORY QUARTERLY","0265-6914","1461-7110","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","History"
"EUROPEAN JOURNAL FOR PHILOSOPHY OF RELIGION","1689-8311","1689-8311","EUROPEAN JOURNAL PHILOSOPHY RELIGION","C/O UNIV INNSBRUCK, INST CHRISTLICHE PHILOSOPHIE, KARL-RAHNER-PLATZ 1, INNSBRUCK, AUSTRIA, A-6020","","Religion & Theology"
"EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE","1879-4912","1879-4920","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Philosophy"
"EUROPEAN JOURNAL OF ARCHAEOLOGY","1461-9571","1741-2722","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Archaeology"
"EUROPEAN JOURNAL OF CULTURAL STUDIES","1367-5494","1460-3551","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","General"
"EUROPEAN JOURNAL OF ENGLISH STUDIES","1382-5577","1744-4233","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Literature"
"EUROPEAN JOURNAL OF PHILOSOPHY","0966-8373","1468-0378","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Philosophy"
"EUROPEAN JOURNAL OF SCANDINAVIAN STUDIES","2191-9399","2191-9402","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","Literature"
"EUROPE-REVUE LITTERAIRE MENSUELLE","0014-2751","0014-2751","REVUE EUROPE","4 RUE MARIE-ROSE, PARIS, FRANCE, 75014","","Literature"
"EXCHANGE-JOURNAL OF CONTEMPORARY CHRISTIANITIES IN CONTEXT","0166-2740","1572-543X","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Religion & Theology"
"EXEMPLARIA-MEDIEVAL EARLY MODERN THEORY","1041-2573","1753-3074","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"EXPLICATOR","0014-4940","1939-926X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"EXPOSITORY TIMES","0014-5246","1745-5308","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","","Religion & Theology"
"EXPRESSIONS MAGHREBINES","1540-0085","2475-2401","FLORIDA STATE UNIV","WINTHROP-KING INST CONTEMP FRENCH & FRANCOPHONE STUD, 205U DODD HALL, TALLAHASSEE, USA, FL, 32306-1515","","Literature"
"EXTRAPOLATION","0014-5483","2047-7708","UNIV TEXAS BROWNSVILLE & TEXAS SOUTHMOST COLL","DEPT ENGLISH, 80 FORT BROWN, BROWNSVILLE, USA, TX, 78520","","Literature"
"FABULA","0014-6242","1613-0464","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","Literature"
"FASHION PRACTICE-THE JOURNAL OF DESIGN CREATIVE PROCESS & THE FASHION INDUSTRY","1756-9370","1756-9389","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"FASHION THEORY-THE JOURNAL OF DRESS BODY & CULTURE","1362-704X","1751-7419","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"FEMINIST THEOLOGY","0966-7350","1745-5189","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","","Religion & Theology"
"FIDDLEHEAD","0015-0630","0015-0630","UNIV NEW BRUNSWICK","DEPT ENGLISH, CAMPUS HOUSE, PO BOX 4400, FREDERICTON, CANADA, NB, E3B 5A3","","Literature"
"FILM COMMENT","0015-119X","0015-119X","FILM SOC LINCOLN CENTER","70 LINCOLN CENTER PLAZA, NEW YORK, USA, NY, 10023-6595","","Performing Arts"
"FILM CRITICISM","0163-5069","0163-5069","FILM CRITICISM","ALLEGHENY COLLEGE, MEADVILLE, USA, PA, 16335","English","Performing Arts"
"FILM-PHILOSOPHY","1466-4615","1466-4615","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","Performing Arts"
"FILM QUARTERLY","0015-1386","1533-8630","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","","Performing Arts"
"FILOSOFICKY CASOPIS","0015-1831","","FILOSOFICKY CASOPIS INST PHILOSOPHY","JILSKA 1, PRAGUE, CZECH REPUBLIC, 110 00","","Philosophy"
"FILOZOFIA","0046-385X","","FILOZOFIA","KLEMENSOVA 19, BRATISLAVA 1, SLOVAKIA, 813 64","","Philosophy"
"FILOZOFIA NAUKI","1230-6894","2657-5868","WARSAW UNIV, INST PHILOSOPHY","UL KRAKOWSKIE PRZEDMIESCIE 3, WARSAW, POLAND, 00-927","","Philosophy"
"FILOZOFSKI VESTNIK","0353-4510","1581-1239","ZRC PUBLISHING","PO BOX 306, LJUBLJANA, SLOVENIA, SI-1001","","Philosophy"
"FIRST LANGUAGE","0142-7237","1740-2344","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Language & Linguistics"
"FOLIA LINGUISTICA","0165-4004","1614-7308","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Language & Linguistics"
"FOLK LIFE-JOURNAL OF ETHNOLOGICAL STUDIES","0430-8778","1759-670X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"FOLKLORE","0015-587X","1469-8315","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"FOLK MUSIC JOURNAL","0531-9684","","ENGLISH FOLK DANCE SONG SOC.","CECIL SHARP HOUSE, 2 REGENTS PARK RD, LONDON, ENGLAND, NW1 7AY","","Performing Arts"
"FONTES ARTIS MUSICAE","0015-6191","2471-156X","A-R EDITIONS","8551 RESEARCH WAY, STE 180, MIDDLETON, USA, WI, 53562","","Performing Arts"
"FORNVANNEN-JOURNAL OF SWEDISH ANTIQUARIAN RESEARCH","0015-7813","1404-9430","ROYAL ACADEMY LETTERS, HISTORY & ANTIQUITIES","BOX 5622, STOCKHOLM, SWEDEN, SE-114 86","","Archaeology"
"FORUM FOR MODERN LANGUAGE STUDIES","0015-8518","1471-6860","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Literature"
"FORUM ITALICUM","0014-5858","2168-989X","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Language & Linguistics"
"FORUM MODERNES THEATER","0930-5874","","GUNTER NARR VERLAG","DISCHINGERWEG 5, TUBINGEN, GERMANY, D 72070","","Performing Arts"
"FOUNDATIONS OF CHEMISTRY","1386-4238","1572-8463","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","General"
"FRANCAIS MODERNE","0015-9409","","CONSEIL INT LANGUE FRANCAISE","11 RUE NAVARIN, PARIS, FRANCE, 75009","","Language & Linguistics"
"FRENCH CULTURAL STUDIES","0957-1558","1740-2352","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","General"
"FRENCH FORUM","0098-9355","1534-1836","UNIV PENNSYLVANIA, DEPT ROMANCE LANGUAGES","512 WILLIAMS HALL, 255 S 36 ST, PHILADELPHIA, United States, PA, 19104","","Literature"
"FRENCH HISTORICAL STUDIES","0016-1071","1527-5493","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","","History"
"FRENCH HISTORY","0269-1191","1477-4542","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"FRENCH REVIEW","0016-111X","2329-7131","AMER ASSOC TEACHERS FRENCH","MAILCODE 4510, SOUTHERN ILLINOIS UNIV, CARBONDALE, USA, IL, 62901-4510","","Literature"
"FRENCH SCREEN STUDIES","2643-8941","2643-895X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Performing Arts"
"FRENCH STUDIES","0016-1128","1468-2931","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Literature"
"FRONTIERS OF ARCHITECTURAL RESEARCH","2095-2635","2095-2643","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Art & Architecture"
"FUTURE ANTERIOR","1549-9715","1934-6026","UNIV MINNESOTA PRESS","MILL PLACE, SUITE 290 111 THIRD AVE S, MINNEAPOLIS, USA, MN, 55401-2520","","Art & Architecture"
"GAMES AND CULTURE","1555-4120","1555-4139","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","General"
"GENDER AND HISTORY","0953-5233","1468-0424","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History"
"GENDER AND LANGUAGE","1747-6321","1747-633X","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX","English","Language & Linguistics"
"GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL","0883-6353","1520-6548","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Archaeology"
"GEORGIA REVIEW","0016-8386","","UNIV GEORGIA","GEORGIA REVIEW, ATHENS, USA, GA, 30602","","Literature"
"GERMANIC REVIEW","0016-8890","1930-6962","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Literature"
"GERMANISCH-ROMANISCHE MONATSSCHRIFT","0016-8904","","UNIVERSITATSVERLAG C WINTER HEIDELBERG GMBH","POSTFACH 10 61 40, HEIDELBERG, GERMANY, D-69051","","Literature"
"GERMAN LIFE AND LETTERS","0016-8777","1468-0483","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Literature"
"GERMAN QUARTERLY","0016-8831","1756-1183","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Language & Linguistics"
"GERMAN STUDIES REVIEW","0149-7952","2164-8646","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","Multi-Language","General"
"GESCHICHTE UND GESELLSCHAFT","0340-613X","2196-9000","VANDENHOECK & RUPRECHT GMBH & CO KG","VIENNA UNIV PRESS, ROBERT BOSCH BREITE 6, GOTTINGEN, GERMANY, D-37079","","History"
"GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART","0016-920X","2169-3099","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Art & Architecture"
"GESTURE","1568-1475","1569-9773","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","English","Language & Linguistics"
"GIORNALE CRITICO DELLA FILOSOFIA ITALIANA","0017-0089","","CASA EDITRICE G C SANSONI SPA","LIC SPA, VIA DUCA DI CALABRIA, 1-1, FLORENCE, ITALY, 50125","","Philosophy"
"GIORNALE STORICO DELLA LETTERATURA ITALIANA","0017-0496","","CASA EDITRICE LOESCHER","18 VIA VITTORIO AMEDEO II, TURIN, ITALY, 10121","","Literature"
"GLOSSA-A JOURNAL OF GENERAL LINGUISTICS","2397-1835","2397-1835","UBIQUITY PRESS LTD","2N, 6 OSBORNE ST, LONDON, ENGLAND, E1 6TD","English","Language & Linguistics"
"GLOTTA-ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE","0017-1298","2196-9043","VANDENHOECK & RUPRECHT GMBH & CO KG","VIENNA UNIV PRESS, ROBERT BOSCH BREITE 6, GOTTINGEN, GERMANY, D-37079","","Classical Studies"
"GNOMON-KRITISCHE ZEITSCHRIFT FUR DIE GESAMTE KLASSISCHE ALTERTUMSWISSENSCHAFT","0017-1417","0017-1417","C H BECKSCHE","VERLAGSBUCHHANDLUNG WILHELMSTRASSE 9, MUNICH 40, GERMANY, W-8000","","Classical Studies"
"GOETHE JAHRBUCH","0323-4207","","HERMANN BOHLAUS NACHFOLGER","MEYERSTR 50A, WEIMAR, GERMANY, O-5300","","Literature"
"GOYA","0017-2715","","FUNDACION LAZARO GALDIANO","GOYA, REVISTA DE ARTE SERRANO 122, MADRID, SPAIN, 28006","","Art & Architecture"
"GRADIVA","0363-8057","0363-8057","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126","","General"
"GREAT PLAINS QUARTERLY","0275-7664","2333-5092","CENT GREAT PLAINS STUD","UNIV NEBRASKA-LINCOLN 1214 OLDFATHER HALL, LINCOLN, USA, NE, 68588-0313","","General"
"GREECE & ROME","0017-3835","1477-4550","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","","Classical Studies"
"GREEK ROMAN AND BYZANTINE STUDIES","0017-3916","2159-3159","DUKE UNIV","GRBS BOX 4715, DUKE STATION, DURHAM, USA, NC, 27706","English","Classical Studies"
"GREY ROOM","1526-3819","1536-0105","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","","General"
"GUERRES MONDIALES ET CONFLITS CONTEMPORAINS","0984-2292","2101-0137","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","","History"
"GYMNASIUM","0342-5231","2344-5645","UNIVERSITATSVERLAG C WINTER HEIDELBERG GMBH","POSTFACH 10 61 40, HEIDELBERG, GERMANY, D-69051","","Classical Studies"
"HAHR-HISPANIC AMERICAN HISTORICAL REVIEW","0018-2168","1527-1900","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","History"
"HARVARD JOURNAL OF ASIATIC STUDIES","0073-0548","1944-6454","HARVARD-YENCHING INST","2 DIVINITY AVE, CAMBRIDGE, USA, MA, 02138","","General"
"HARVARD LIBRARY BULLETIN","0017-8136","","HARVARD UNIV LIBRARY","WADSWORTH HOUSE, CAMBRIDGE, USA, MA, 02138","","General"
"HARVARD THEOLOGICAL REVIEW","0017-8160","1475-4517","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Religion & Theology"
"HEGEL-STUDIEN","0073-1587","","FELIX MEINER VERLAG","RICHARDSTRASSE 47, HAMBURG, GERMANY, D-22081","","Philosophy"
"HELIOS","0160-0923","1935-0228","TEXAS TECH UNIV PRESS","2903 FOURTH STREET,  SUITE 201, BOX 41037, LUBBOCK, USA, TX, 79409-1037","","Classical Studies"
"HENRY JAMES REVIEW","0273-0340","1080-6555","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Literature"
"HERITAGE SCIENCE","2050-7445","2050-7445","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","General"
"HERMATHENA","0018-0750","","TRINITY COLLEGE","COLLEGE STREET, DUBLIN, IRELAND, 2","","General"
"HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE","0018-0777","2365-3116","FRANZ STEINER VERLAG GMBH","BIRKENWALDSTRABE 44, STUTTGART, GERMANY, D-70191","","Classical Studies"
"HESPERIA","0018-098X","1553-5622","AMER SCHOOL CLASSICAL STUDIES AT ATHENS","6-8 CHARLTON ST, PRINCETON, USA, NJ, 08540-5232","","Archaeology"
"HEYTHROP JOURNAL","0018-1196","1468-2265","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Religion & Theology"
"HISPAMERICA-REVISTA DE LITERATURA","0363-0471","","HISPAMERICA","SAUL SOSNOWSKI 5 PUEBLO COURT, GAITHERSBURG, USA, MD, 20878","","Literature"
"HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE","0018-2133","2153-6414","AMER  ASSOC TEACHERS SPANISH PORTUGUESE, INC","900 LADD RD, WALLED LAKE, USA, MI, 48390","Multi-Language","Language & Linguistics"
"HISPANIA-REVISTA ESPANOLA DE HISTORIA","0018-2141","1988-8368","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","Spanish","History"
"HISPANIC RESEARCH JOURNAL-IBERIAN AND LATIN AMERICAN STUDIES","1468-2737","1745-820X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"HISPANIC REVIEW","0018-2176","1553-0639","UNIV PENNSYLVANIA PRESS","3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104-4112","","Literature"
"HISPANOFILA","0018-2206","2165-6185","UNIV NORTH CAROLINA","DEPT OF ROMANCE LANGUAGES, CHAPEL HILL, USA, NC, 27514","","Literature"
"HISTOIRE SOCIALE-SOCIAL HISTORY","0018-2257","0018-2257","HISTOIRE SOCIALE DEPT HISTORY","UNIVERSITY OTTAWA, OTTAWA ONTARIO, CANADA, K1N 6N5","","History"
"HISTORIA","1270-0835","","SOPHIA PUBLICATIONS","74 AV DU MAINE , PARIS, France, 75014","","History"
"HISTORIA MATHEMATICA","0315-0860","1090-249X","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","Multi-Language","History"
"HISTORIA MEXICANA","0185-0172","2448-6531","COLEGIO DE MEXICO CENTRO DE ESTUDIOS HISTORICOS","DIR PABLO YANKELEVICH CAMINO AL AJUSCO 20, MEXICO CITY, MEXICO, 10740","Spanish","History"
"HISTORIAN","0018-2370","1540-6563","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","","History"
"HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE","0018-2311","0018-2311","FRANZ STEINER VERLAG GMBH","BIRKENWALDSTRABE 44, STUTTGART, GERMANY, D-70191","","History"
"HISTORICAL ARCHAEOLOGY","0440-9213","2328-1103","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Archaeology"
"HISTORICAL JOURNAL","0018-246X","1469-5103","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION","0143-9685","1465-3451","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Performing Arts"
"HISTORICAL MATERIALISM-RESEARCH IN CRITICAL MARXIST THEORY","1465-4466","1569-206X","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","Philosophy"
"HISTORICAL METHODS","0161-5440","1940-1906","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"HISTORICAL RECORDS OF AUSTRALIAN SCIENCE","0727-3061","1448-5508","CSIRO PUBLISHING","UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168","English","History"
"HISTORICAL REFLECTIONS-REFLEXIONS HISTORIQUES","0315-7997","1939-2419","BERGHAHN JOURNALS","20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201","","History"
"HISTORICAL RESEARCH","0950-3471","1468-2281","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","History"
"HISTORICAL STUDIES IN THE NATURAL SCIENCES","1939-1811","1939-182X","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","History"
"HISTORIC ENVIRONMENT-POLICY & PRACTICE","1756-7505","1756-7513","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","General"
"HISTORICKY CASOPIS","0018-2575","0018-2575","HISTORICKY USTAV SAV","PUBLISHING HOUSE VEDA ST, KLEMENSOVA 19, SLOVAKIA, BRATISLAVA, 81499","","History"
"HISTORIOGRAPHIA LINGUISTICA","0302-5160","1569-9781","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","Multi-Language","Language & Linguistics"
"HISTORISCHES JAHRBUCH","0018-2621","","VERLAG KARL ALBER","HERMANN-HERDER-STR 4, FREIBURG BREISGAU, GERMANY, 79104","","History"
"HISTORISCHE ZEITSCHRIFT","0018-2613","0018-2613","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","History"
"HISTORISK TIDSKRIFT","0345-469X","","SVENSKA HISTORISKA FORENINGEN","STOCKHOLMS UNIV, UNIVERSITETSVAGEN 10, STOCKHOLM, SWEDEN, 10691","","History"
"HISTORISK TIDSSKRIFT","0018-263X","1504-2944","UNIVERSITETSFORLAGET A S","POSTBOKS 508 SENTRUM, OSLO, NORWAY, N-0105","Norwegian, Norwegian Nynorsk","History"
"HISTORY","0018-2648","1468-229X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","History"
"HISTORY AND ANTHROPOLOGY","0275-7206","1477-2612","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"HISTORY AND PHILOSOPHY OF LOGIC","0144-5340","1464-5149","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","Multi-Language","History"
"HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES","0391-9714","1742-6316","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","Multi-Language","History"
"HISTORY AND TECHNOLOGY","0734-1512","1477-2620","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","History"
"HISTORY AND THEORY","0018-2656","1468-2303","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History"
"HISTORY & MEMORY","0935-560X","1527-1994","INDIANA UNIV PRESS","601 N MORTON STREET, BLOOMINGTON, USA, IN, 47404-3797","","History"
"HISTORY OF EDUCATION & CHILDRENS LITERATURE","1971-1093","1971-1131","EDIZIONI UNIVERSITA MACERATA","CENTRO DIREZIONALE, VIA CARDUCCI, 63-A, MACERATA, ITALY, 62100","","History"
"HISTORY OF EUROPEAN IDEAS","0191-6599","1873-541X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Philosophy"
"HISTORY OF PHOTOGRAPHY","0308-7298","2150-7295","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","","Art & Architecture"
